Lady Gaga , Rise Against
Florence + the Machine , Lady Gaga
Florence + the Machine , Tegan and Sara
Florence + the Machine , The Rolling Stones
Florence + the Machine , Yeah Yeah Yeahs
Florence + the Machine , Depeche Mode
Radiohead , Tegan and Sara
The xx , Phoenix
The xx , The Rolling Stones
The xx , 30 Seconds to Mars
The xx , Lily Allen
Phoenix , Bloc Party
Phoenix , Sigur Rós
Phoenix , Kings of Leon
Phoenix , Lady Gaga
Phoenix , Tegan and Sara
Phoenix , The Rolling Stones
Phoenix , MGMT
Phoenix , Yeah Yeah Yeahs
Phoenix , Depeche Mode
Phoenix , 30 Seconds to Mars
Phoenix , Lily Allen
The Beatles , Tegan and Sara
The Beatles , Lily Allen
Bloc Party , The Rolling Stones
Bloc Party , Depeche Mode
Sigur Rós , The Rolling Stones
Sigur Rós , MGMT
Sigur Rós , Depeche Mode
Sigur Rós , 30 Seconds to Mars
Sigur Rós , Lily Allen
Kings of Leon , The Rolling Stones
Lady Gaga , The Rolling Stones
Lady Gaga , MGMT
Lady Gaga , Depeche Mode
Lady Gaga , 30 Seconds to Mars
Vampire Weekend , The Rolling Stones
Vampire Weekend , Depeche Mode
Tegan and Sara , The Rolling Stones
Tegan and Sara , MGMT
Tegan and Sara , Depeche Mode
Tegan and Sara , 30 Seconds to Mars
Tegan and Sara , Lily Allen
The Rolling Stones , MGMT
The Rolling Stones , Depeche Mode
The Rolling Stones , Coldplay
The Rolling Stones , 30 Seconds to Mars
The Rolling Stones , Lily Allen
MGMT , Depeche Mode
MGMT , Lily Allen
Yeah Yeah Yeahs , Depeche Mode
Depeche Mode , 30 Seconds to Mars
Depeche Mode , Lily Allen
Daft Punk , Disturbed
Daft Punk , The Prodigy
Daft Punk , Björk
Daft Punk , Green Day
Daft Punk , 30 Seconds to Mars
Daft Punk , Yeah Yeah Yeahs
Daft Punk , Britney Spears
Muse , Disturbed
Muse , Britney Spears
Disturbed , Kasabian
Disturbed , Björk
Disturbed , Green Day
Disturbed , 30 Seconds to Mars
Disturbed , Eminem
Disturbed , Yeah Yeah Yeahs
Disturbed , The Beatles
Disturbed , Britney Spears
Kasabian , The Prodigy
Kasabian , Yeah Yeah Yeahs
Kasabian , Britney Spears
The Prodigy , Björk
The Prodigy , Green Day
The Prodigy , 30 Seconds to Mars
The Prodigy , Yeah Yeah Yeahs
The Prodigy , The Beatles
The Prodigy , Britney Spears
Björk , Green Day
Björk , 30 Seconds to Mars
Björk , Yeah Yeah Yeahs
Green Day , Eminem
Green Day , Yeah Yeah Yeahs
Green Day , Britney Spears
30 Seconds to Mars , Eminem
30 Seconds to Mars , Britney Spears
Eminem , Yeah Yeah Yeahs
Eminem , The Beatles
Eminem , Britney Spears
Yeah Yeah Yeahs , Britney Spears
The Beatles , Britney Spears
The Rolling Stones , The Doors
The Rolling Stones , Arctic Monkeys
The Rolling Stones , Michael Jackson
The Rolling Stones , Nine Inch Nails
David Bowie , The Doors
David Bowie , Depeche Mode
The Doors , The Who
The Doors , Michael Jackson
The Doors , MGMT
Arctic Monkeys , Nine Inch Nails
The Who , Michael Jackson
The Who , Depeche Mode
The Who , Nine Inch Nails
The Who , MGMT
Nirvana , Nine Inch Nails
Michael Jackson , Depeche Mode
Nine Inch Nails , MGMT
Coldplay , The Cure
U2 , Beck
U2 , The Cure
U2 , Bob Dylan
U2 , Massive Attack
Blur , The Cure
Blur , Massive Attack
Pearl Jam , The Cure
Beck , The Cure
Beck , The Smashing Pumpkins
Beck , Massive Attack
Beck , Foo Fighters
The Cure , Bob Dylan
The Smashing Pumpkins , Bob Dylan
The Smashing Pumpkins , Massive Attack
Bob Dylan , Massive Attack
Bob Dylan , Foo Fighters
Massive Attack , Foo Fighters
Madonna , Beyoncé
Madonna , Taylor Swift
Madonna , Gorillaz
Christina Aguilera , Beyoncé
Christina Aguilera , Taylor Swift
Christina Aguilera , Gorillaz
Lady Gaga , Beyoncé
Lady Gaga , Gorillaz
Beyoncé , Taylor Swift
Beyoncé , Gorillaz
Taylor Swift , Gorillaz
Oasis , The Rolling Stones
Oasis , The Prodigy
Keane , The Rolling Stones
Keane , The Prodigy
Keane , The Kooks
The Rolling Stones , The Prodigy
The Rolling Stones , Blur
The Rolling Stones , The Kooks
The Rolling Stones , U2
The Rolling Stones , The Killers
The Rolling Stones , Red Hot Chili Peppers
The Rolling Stones , Bob Dylan
The Prodigy , Blur
The Prodigy , The Kooks
The Prodigy , U2
The Prodigy , The Killers
The Prodigy , Coldplay
The Prodigy , Red Hot Chili Peppers
The Prodigy , Bob Dylan
The Prodigy , The Who
Blur , The Kooks
The Kooks , Bob Dylan
The Kooks , The Who
U2 , The Who
Red Hot Chili Peppers , Bob Dylan
Red Hot Chili Peppers , The Who
Pearl Jam , Weezer
Pearl Jam , Yeah Yeah Yeahs
Nirvana , Weezer
Weezer , Coldplay
Weezer , Yeah Yeah Yeahs
Weezer , Incubus
Weezer , The Killers
Weezer , Tool
Weezer , Alice in Chains
Weezer , David Bowie
Weezer , Bob Dylan
Weezer , Oasis
Death Cab for Cutie , Tool
Death Cab for Cutie , Alice in Chains
Death Cab for Cutie , David Bowie
Coldplay , Tool
Coldplay , David Bowie
Yeah Yeah Yeahs , Alice in Chains
Yeah Yeah Yeahs , Bob Dylan
Incubus , Bob Dylan
The Killers , Tool
Tool , Bob Dylan
Alice in Chains , Bob Dylan
David Bowie , Bob Dylan
The Beatles , Modest Mouse
Queen , Phoenix
Queen , Sigur Rós
Queen , The xx
Queen , Tegan and Sara
Queen , Lady Gaga
Queen , Britney Spears
Queen , Modest Mouse
Phoenix , Britney Spears
Phoenix , Modest Mouse
Sigur Rós , Britney Spears
Sigur Rós , Modest Mouse
The xx , Britney Spears
The xx , Modest Mouse
Tegan and Sara , Britney Spears
Tegan and Sara , Modest Mouse
Lady Gaga , Modest Mouse
Britney Spears , Modest Mouse
Britney Spears , Radiohead
Bullet for My Valentine , Children of Bodom
Bullet for My Valentine , Nightwish
Bullet for My Valentine , Avenged Sevenfold
Bullet for My Valentine , A Perfect Circle
Bullet for My Valentine , Disturbed
Bullet for My Valentine , Marilyn Manson
Bullet for My Valentine , System of a Down
Bullet for My Valentine , Tool
Bullet for My Valentine , Slipknot
Metallica , Children of Bodom
Metallica , Avenged Sevenfold
Children of Bodom , Nightwish
Children of Bodom , Avenged Sevenfold
Children of Bodom , A Perfect Circle
Children of Bodom , Disturbed
Children of Bodom , Marilyn Manson
Children of Bodom , System of a Down
Children of Bodom , Three Days Grace
Children of Bodom , Tool
Children of Bodom , 30 Seconds to Mars
Children of Bodom , Slipknot
Children of Bodom , Breaking Benjamin
Nightwish , Avenged Sevenfold
Nightwish , A Perfect Circle
Nightwish , Disturbed
Nightwish , Marilyn Manson
Nightwish , System of a Down
Nightwish , Three Days Grace
Nightwish , Tool
Nightwish , 30 Seconds to Mars
Nightwish , Slipknot
Nightwish , Breaking Benjamin
Avenged Sevenfold , A Perfect Circle
Avenged Sevenfold , Disturbed
Avenged Sevenfold , Marilyn Manson
Avenged Sevenfold , System of a Down
Avenged Sevenfold , Three Days Grace
Avenged Sevenfold , Tool
Avenged Sevenfold , 30 Seconds to Mars
Avenged Sevenfold , Slipknot
Avenged Sevenfold , Breaking Benjamin
A Perfect Circle , Disturbed
A Perfect Circle , Marilyn Manson
A Perfect Circle , System of a Down
A Perfect Circle , Three Days Grace
A Perfect Circle , 30 Seconds to Mars
A Perfect Circle , Slipknot
A Perfect Circle , Breaking Benjamin
Disturbed , Marilyn Manson
Disturbed , Three Days Grace
Disturbed , Slipknot
Disturbed , Breaking Benjamin
Marilyn Manson , System of a Down
Marilyn Manson , Tool
Marilyn Manson , 30 Seconds to Mars
Marilyn Manson , Breaking Benjamin
System of a Down , Three Days Grace
System of a Down , Slipknot
System of a Down , Breaking Benjamin
Three Days Grace , Tool
Three Days Grace , Slipknot
Tool , 30 Seconds to Mars
Tool , Slipknot
Tool , Breaking Benjamin
30 Seconds to Mars , Slipknot
Slipknot , Breaking Benjamin
MGMT , Kanye West
MGMT , Britney Spears
The Killers , Eminem
The Killers , Britney Spears
My Chemical Romance , Lady Gaga
My Chemical Romance , The Rolling Stones
My Chemical Romance , Britney Spears
My Chemical Romance , Phoenix
My Chemical Romance , Metallica
My Chemical Romance , Depeche Mode
Arctic Monkeys , Eminem
Arctic Monkeys , Britney Spears
Lady Gaga , The Cure
Lady Gaga , Kanye West
Lady Gaga , Metallica
Lady Gaga , Michael Jackson
The Rolling Stones , Kanye West
The Rolling Stones , Eminem
The Rolling Stones , Britney Spears
The Rolling Stones , The Smashing Pumpkins
The Cure , Kanye West
The Cure , Britney Spears
The Cure , Phoenix
The Cure , Depeche Mode
Kanye West , Britney Spears
Kanye West , Phoenix
Kanye West , Metallica
Kanye West , Michael Jackson
Kanye West , The Smashing Pumpkins
Kanye West , Depeche Mode
Eminem , Phoenix
Eminem , Michael Jackson
Eminem , The Smashing Pumpkins
Eminem , Depeche Mode
Coldplay , Britney Spears
Coldplay , Michael Jackson
Britney Spears , Metallica
Britney Spears , Michael Jackson
Britney Spears , The Smashing Pumpkins
Britney Spears , Depeche Mode
Phoenix , Metallica
Phoenix , Michael Jackson
Phoenix , The Smashing Pumpkins
Lady Gaga , Interpol
Lady Gaga , The White Stripes
Lady Gaga , Black Eyed Peas
Christina Aguilera , The Beatles
Christina Aguilera , Queen
Christina Aguilera , Interpol
Christina Aguilera , Ke$ha
Christina Aguilera , All Time Low
Christina Aguilera , The White Stripes
Christina Aguilera , Lily Allen
Christina Aguilera , Black Eyed Peas
The Beatles , Rihanna
The Beatles , Black Eyed Peas
Queen , Interpol
Queen , Arctic Monkeys
Queen , Ke$ha
Queen , Vampire Weekend
Queen , All Time Low
Queen , Rihanna
Queen , The White Stripes
Queen , Lily Allen
Queen , Coldplay
Queen , Yeah Yeah Yeahs
Queen , Black Eyed Peas
Interpol , Ke$ha
Interpol , All Time Low
Interpol , Rihanna
Interpol , Britney Spears
Arctic Monkeys , Ke$ha
Arctic Monkeys , All Time Low
Ke$ha , Rihanna
Ke$ha , Britney Spears
Ke$ha , The White Stripes
Ke$ha , Lily Allen
Ke$ha , Yeah Yeah Yeahs
Ke$ha , Black Eyed Peas
Vampire Weekend , Britney Spears
All Time Low , Rihanna
All Time Low , Britney Spears
All Time Low , The White Stripes
All Time Low , Lily Allen
All Time Low , Yeah Yeah Yeahs
All Time Low , Black Eyed Peas
Rihanna , The White Stripes
Rihanna , Lily Allen
Rihanna , Black Eyed Peas
Britney Spears , The White Stripes
Britney Spears , Lily Allen
Britney Spears , Black Eyed Peas
Yeah Yeah Yeahs , Black Eyed Peas
Michael Jackson , Beyoncé
Michael Jackson , Rihanna
Michael Jackson , Nickelback
Michael Jackson , Christina Aguilera
Michael Jackson , Madonna
Lady Gaga , Franz Ferdinand
Beyoncé , Britney Spears
Beyoncé , Rihanna
Beyoncé , Nickelback
Beyoncé , Franz Ferdinand
Britney Spears , Nickelback
Britney Spears , Franz Ferdinand
Rihanna , Franz Ferdinand
Nickelback , Christina Aguilera
Nickelback , Franz Ferdinand
Christina Aguilera , Franz Ferdinand
Madonna , Franz Ferdinand
Amy Winehouse , Regina Spektor
Amy Winehouse , Yeah Yeah Yeahs
Amy Winehouse , The xx
Amy Winehouse , Phoenix
Amy Winehouse , The Strokes
Amy Winehouse , Radiohead
Amy Winehouse , Arctic Monkeys
Amy Winehouse , Tegan and Sara
Amy Winehouse , Eminem
Regina Spektor , Phoenix
Regina Spektor , The Strokes
Regina Spektor , Radiohead
Regina Spektor , Incubus
Regina Spektor , Eminem
The xx , The Strokes
The xx , Incubus
The xx , Eminem
Phoenix , Incubus
The Strokes , Lady Gaga
The Strokes , Tegan and Sara
The Strokes , Eminem
Radiohead , Eminem
Vampire Weekend , Eminem
Incubus , Tegan and Sara
Tegan and Sara , Eminem
Paramore , Beyoncé
Paramore , Katy Perry
Paramore , Michael Jackson
Paramore , Taylor Swift
Lady Gaga , Green Day
All Time Low , Green Day
All Time Low , Evanescence
All Time Low , Beyoncé
All Time Low , Katy Perry
All Time Low , Michael Jackson
All Time Low , Linkin Park
Christina Aguilera , Green Day
Christina Aguilera , blink-182
Christina Aguilera , 3OH!3
Christina Aguilera , Linkin Park
Green Day , Ke$ha
Green Day , Evanescence
Green Day , Beyoncé
Green Day , Rihanna
Green Day , Katy Perry
Green Day , 3OH!3
Green Day , Michael Jackson
Green Day , Avril Lavigne
Green Day , Linkin Park
Green Day , Taylor Swift
Ke$ha , Evanescence
Ke$ha , Beyoncé
Ke$ha , Katy Perry
Ke$ha , Michael Jackson
Ke$ha , Linkin Park
Britney Spears , blink-182
Britney Spears , Katy Perry
Britney Spears , 3OH!3
Britney Spears , Linkin Park
Britney Spears , Taylor Swift
Evanescence , Beyoncé
Evanescence , Black Eyed Peas
Evanescence , blink-182
Evanescence , Katy Perry
Evanescence , 3OH!3
Evanescence , Michael Jackson
Evanescence , Coldplay
Evanescence , The Beatles
Evanescence , Lily Allen
Evanescence , Taylor Swift
Beyoncé , Black Eyed Peas
Beyoncé , blink-182
Beyoncé , Katy Perry
Beyoncé , 3OH!3
Beyoncé , Avril Lavigne
Beyoncé , Coldplay
Beyoncé , The Beatles
Beyoncé , Linkin Park
Beyoncé , Muse
Beyoncé , Lily Allen
Rihanna , blink-182
Rihanna , 3OH!3
Rihanna , Taylor Swift
Black Eyed Peas , blink-182
Black Eyed Peas , Katy Perry
Black Eyed Peas , 3OH!3
Black Eyed Peas , Michael Jackson
Black Eyed Peas , Avril Lavigne
Black Eyed Peas , Linkin Park
Black Eyed Peas , Taylor Swift
blink-182 , Katy Perry
blink-182 , Michael Jackson
Katy Perry , 3OH!3
Katy Perry , Michael Jackson
Katy Perry , The Beatles
Katy Perry , Lily Allen
Katy Perry , Taylor Swift
3OH!3 , Michael Jackson
3OH!3 , Linkin Park
3OH!3 , Lily Allen
Michael Jackson , Avril Lavigne
Michael Jackson , Linkin Park
Michael Jackson , Lily Allen
Michael Jackson , Taylor Swift
Coldplay , Linkin Park
Coldplay , Taylor Swift
The Beatles , Linkin Park
Linkin Park , Taylor Swift
Muse , Taylor Swift
Lily Allen , Taylor Swift
Lady Gaga , Jimi Hendrix
Lady Gaga , Led Zeppelin
Lady Gaga , David Bowie
Lady Gaga , The Doors
Jimi Hendrix , David Bowie
The Smiths , Eminem
The Smiths , Paramore
The Smiths , Florence + the Machine
Eminem , Red Hot Chili Peppers
Eminem , Crystal Castles
Paramore , Crystal Castles
Crystal Castles , Florence + the Machine
Eminem , U2
Eminem , Snow Patrol
Nickelback , Red Hot Chili Peppers
U2 , Snow Patrol
U2 , Three Days Grace
Snow Patrol , Foo Fighters
Red Hot Chili Peppers , Three Days Grace
Foo Fighters , Three Days Grace
Taylor Swift , Foo Fighters
Taylor Swift , Nirvana
Taylor Swift , Pearl Jam
Taylor Swift , Modest Mouse
Lady Gaga , Nirvana
Lady Gaga , Pearl Jam
Coldplay , Modest Mouse
Foo Fighters , Modest Mouse
Nirvana , Modest Mouse
Pearl Jam , Modest Mouse
Avril Lavigne , Amy Winehouse
Avril Lavigne , Kanye West
Rihanna , Kanye West
Amy Winehouse , Lily Allen
Amy Winehouse , Christina Aguilera
Amy Winehouse , Taylor Swift
Amy Winehouse , Kanye West
Amy Winehouse , Beyoncé
Christina Aguilera , Kanye West
The Kooks , Kanye West
The Kooks , Beyoncé
Taylor Swift , Kanye West
Kanye West , Beyoncé
The Kooks , MGMT
The Kooks , Green Day
The Kooks , The Offspring
Kings of Leon , The Offspring
Kings of Leon , The All-American Rejects
MGMT , Green Day
MGMT , The Offspring
MGMT , The All-American Rejects
MGMT , The Strokes
MGMT , Foo Fighters
Oasis , The Offspring
Oasis , Bloc Party
Green Day , The All-American Rejects
Green Day , Bloc Party
Green Day , Fall Out Boy
The Killers , The Offspring
The Killers , The All-American Rejects
The Offspring , The All-American Rejects
The Offspring , Bloc Party
The Offspring , The Strokes
The Offspring , Kasabian
The All-American Rejects , Bloc Party
The All-American Rejects , The Strokes
The All-American Rejects , Kasabian
Bloc Party , Kasabian
Bloc Party , Foo Fighters
The Strokes , Fall Out Boy
Kasabian , Foo Fighters
blink-182 , Rammstein
blink-182 , Three Days Grace
blink-182 , Disturbed
blink-182 , The All-American Rejects
blink-182 , Weezer
System of a Down , Linkin Park
System of a Down , All Time Low
System of a Down , Lady Gaga
System of a Down , The All-American Rejects
System of a Down , Weezer
Rammstein , Ramones
Rammstein , Three Days Grace
Rammstein , Linkin Park
Rammstein , MGMT
Rammstein , All Time Low
Rammstein , Lady Gaga
Rammstein , The All-American Rejects
Rammstein , Weezer
Paramore , The All-American Rejects
Paramore , Weezer
Muse , Weezer
Ramones , Three Days Grace
Ramones , Disturbed
Ramones , All Time Low
Ramones , Lady Gaga
Ramones , The All-American Rejects
Ramones , Weezer
Three Days Grace , Vampire Weekend
Three Days Grace , Lady Gaga
Three Days Grace , The All-American Rejects
Three Days Grace , Weezer
Linkin Park , Disturbed
Linkin Park , Weezer
Vampire Weekend , Disturbed
Vampire Weekend , Weezer
MGMT , Disturbed
MGMT , Weezer
Disturbed , All Time Low
Disturbed , Lady Gaga
Disturbed , The All-American Rejects
Disturbed , Weezer
All Time Low , The All-American Rejects
All Time Low , Weezer
Lady Gaga , Weezer
The All-American Rejects , Weezer
Paramore , Opeth
Linkin Park , Opeth
Evanescence , Opeth
All Time Low , The Used
The Used , Coldplay
The Used , The All-American Rejects
Coldplay , The All-American Rejects
The All-American Rejects , Arctic Monkeys
The All-American Rejects , My Chemical Romance
The All-American Rejects , Eminem
The xx , Keane
The xx , Weezer
The xx , Children of Bodom
The xx , Foo Fighters
Keane , Weezer
Keane , Crystal Castles
Keane , Children of Bodom
Keane , Modest Mouse
Weezer , Pink Floyd
Weezer , Crystal Castles
Weezer , Children of Bodom
Weezer , Foo Fighters
Gorillaz , Incubus
Gorillaz , Crystal Castles
Gorillaz , Children of Bodom
Gorillaz , Foo Fighters
Pink Floyd , Crystal Castles
Pink Floyd , Children of Bodom
Pink Floyd , Modest Mouse
Incubus , Crystal Castles
Incubus , Children of Bodom
Incubus , Modest Mouse
Crystal Castles , Children of Bodom
Crystal Castles , Foo Fighters
Crystal Castles , Modest Mouse
Crystal Castles , Radiohead
Children of Bodom , Foo Fighters
Children of Bodom , Modest Mouse
Children of Bodom , Radiohead
Linkin Park , Marilyn Manson
Marilyn Manson , Evanescence
Coldplay , System of a Down
Rammstein , Franz Ferdinand
Rammstein , U2
Black Eyed Peas , System of a Down
Black Eyed Peas , Franz Ferdinand
Black Eyed Peas , U2
System of a Down , U2
Franz Ferdinand , U2
Red Hot Chili Peppers , Panic! At the Disco
Panic! At the Disco , Green Day
Panic! At the Disco , Keane
Muse , The Rolling Stones
Pink Floyd , The Prodigy
Pink Floyd , 30 Seconds to Mars
Pink Floyd , Marilyn Manson
System of a Down , The Rolling Stones
System of a Down , Queen
System of a Down , Guns N' Roses
System of a Down , Nine Inch Nails
The Killers , Queen
The Killers , Guns N' Roses
The Killers , Nine Inch Nails
The Killers , Marilyn Manson
The Prodigy , Radiohead
The Prodigy , Nirvana
The Prodigy , Queen
The Prodigy , Guns N' Roses
The Prodigy , Nine Inch Nails
The Beatles , Marilyn Manson
The Rolling Stones , Queen
The Rolling Stones , Marilyn Manson
Radiohead , Marilyn Manson
Nirvana , Queen
Queen , 30 Seconds to Mars
Queen , Guns N' Roses
Queen , Marilyn Manson
30 Seconds to Mars , Guns N' Roses
30 Seconds to Mars , Nine Inch Nails
Guns N' Roses , Nine Inch Nails
Guns N' Roses , Marilyn Manson
Nine Inch Nails , Marilyn Manson
Florence + the Machine , The Kooks
Florence + the Machine , Keane
Florence + the Machine , Foo Fighters
Florence + the Machine , System of a Down
The Kooks , Nirvana
The Kooks , System of a Down
The Kooks , Three Days Grace
Nirvana , Kanye West
Nirvana , The xx
Nirvana , Lily Allen
Nirvana , Bloc Party
Kanye West , Keane
Kanye West , The xx
Kanye West , Foo Fighters
Kanye West , System of a Down
Kanye West , Three Days Grace
Kanye West , Bloc Party
Keane , 30 Seconds to Mars
Keane , Lily Allen
Keane , My Chemical Romance
Keane , System of a Down
Keane , Three Days Grace
Keane , Bloc Party
30 Seconds to Mars , Foo Fighters
The xx , My Chemical Romance
The xx , Three Days Grace
